,Year,State,County,Deaths,Population,Mortality Rate
37,2011,AR,Faulkner County,11.0,116280.0,9.459924320605436e-05
38,2011,AR,Garland County,10.0,96854.0,0.0001032481879943007
39,2011,AR,Pulaski County,34.0,386990.0,8.785756737900204e-05
40,2011,AR,Saline County,10.0,109553.0,9.128001971648426e-05
41,2011,AR,Sebastian County,15.0,127010.0,0.00011810093693409968
42,2011,AR,Washington County,13.0,208051.0,6.24846792373024e-05
43,2012,AR,Benton County,19.0,234938.0,8.087240037797206e-05
44,2012,AR,Faulkner County,11.0,118523.0,9.280899066004066e-05
45,2012,AR,Garland County,10.0,96986.0,0.00010310766502381788
46,2012,AR,Pulaski County,40.0,389225.0,0.0001027683216648468
47,2012,AR,Saline County,11.0,111442.0,9.870605337305504e-05
48,2012,AR,Sebastian County,22.0,127571.0,0.00017245298696412194
49,2012,AR,Washington County,10.0,211756.0,4.722416366006158e-05
50,2013,AR,Benton County,11.0,239461.0,4.5936499054125724e-05
51,2013,AR,Craighead County,10.0,101653.0,9.837387976744415e-05
52,2013,AR,Crawford County,11.0,61667.0,0.00017837741417613958
53,2013,AR,Garland County,11.0,97654.0,0.00011264259528539537
54,2013,AR,Lonoke County,10.0,70742.0,0.00014135874021090723
55,2013,AR,Pulaski County,48.0,391512.0,0.00012260160608103967
56,2013,AR,Washington County,12.0,216000.0,5.555555555555556e-05
57,2014,AR,Benton County,19.0,244841.0,7.760138212145842e-05
58,2014,AR,Faulkner County,13.0,120562.0,0.00010782833728703904
59,2014,AR,Garland County,15.0,97758.0,0.0001534401276621862
60,2014,AR,Lonoke County,13.0,71368.0,0.00018215446698800582
61,2014,AR,Pulaski County,38.0,392952.0,9.67039231254708e-05
62,2014,AR,Saline County,13.0,114874.0,0.00011316747044587984
63,2014,AR,Sebastian County,14.0,126733.0,0.00011046846519848816
64,2014,AR,Washington County,17.0,219941.0,7.729345597228347e-05
65,2015,AR,Benton County,30.0,251591.0,0.0001192411493256913
66,2015,AR,Craighead County,12.0,104457.0,0.00011487980700192424
67,2015,AR,Garland County,16.0,97814.0,0.00016357576625023002
68,2015,AR,Pulaski County,36.0,393576.0,9.146899201170803e-05
69,2015,AR,Sebastian County,15.0,127385.0,0.00011775326765317738
70,2015,AR,Washington County,16.0,224434.0,7.129044618908009e-05
71,2003,PA,Allegheny County,197.0,1258420.0,0.00015654550944835588
72,2003,PA,Beaver County,20.0,177523.0,0.00011266145795192735
73,2003,PA,Bedford County,11.0,49812.0,0.00022083032201076046
74,2003,PA,Berks County,27.0,385846.0,6.9976104456182e-05
75,2003,PA,Blair County,21.0,127353.0,0.00016489599773856917
76,2003,PA,Bucks County,69.0,610174.0,0.00011308249777932197
77,2003,PA,Butler County,13.0,178289.0,7.291532287465856e-05
78,2003,PA,Cambria County,20.0,148836.0,0.0001343760918057459
79,2003,PA,Chester County,16.0,455111.0,3.5156258583070944e-05
80,2003,PA,Dauphin County,10.0,255585.0,3.912592679539096e-05
81,2003,PA,Delaware County,75.0,552111.0,0.0001358422491129501
82,2003,PA,Erie County,16.0,280153.0,5.711164970569653e-05
83,2003,PA,Fayette County,19.0,143596.0,0.00013231566338895234
84,2003,PA,Lackawanna County,28.0,211769.0,0.00013221954110374985
85,2003,PA,Lancaster County,25.0,485119.0,5.1533747389815695e-05
86,2003,PA,Lawrence County,10.0,93696.0,0.00010672814207650273
87,2003,PA,Lehigh County,33.0,321588.0,0.00010261576924512109
88,2003,PA,Luzerne County,46.0,315640.0,0.0001457356482068179
89,2003,PA,Mercer County,13.0,119431.0,0.00010884946119516709
90,2003,PA,Monroe County,17.0,154027.0,0.00011037025975965252
91,2003,PA,Montgomery County,67.0,772666.0,8.671275816458858e-05
92,2003,PA,Northampton County,13.0,276735.0,4.6976349214952934e-05
93,2003,PA,Philadelphia County,297.0,1493802.0,0.00019882153056429165
94,2003,PA,Schuylkill County,10.0,147792.0,6.766266103713327e-05
95,2003,PA,Somerset County,10.0,79754.0,0.00012538556059884143
96,2003,PA,Washington County,22.0,203859.0,0.00010791772744887398
97,2003,PA,Westmoreland County,32.0,367836.0,8.699529137985406e-05
98,2003,PA,York County,25.0,395093.0,6.327624129002539e-05
99,2004,PA,Allegheny County,195.0,1247531.0,0.00015630874102527312
100,2004,PA,Beaver County,18.0,176395.0,0.00010204370872190255
101,2004,PA,Berks County,22.0,390848.0,5.6287866382839364e-05
102,2004,PA,Blair County,12.0,127194.0,9.434407283362423e-05
103,2004,PA,Bucks County,65.0,613763.0,0.00010590407046368061
104,2004,PA,Butler County,12.0,178912.0,6.707208012877839e-05
105,2004,PA,Cambria County,29.0,147886.0,0.0001960969936302287
106,2004,PA,Centre County,10.0,144238.0,6.93298575964725e-05
107,2004,PA,Chester County,29.0,462902.0,6.264824952149698e-05
108,2004,PA,Clearfield County,14.0,82040.0,0.00017064846416382253
109,2004,PA,Cumberland County,10.0,221225.0,4.52028477794101e-05
110,2004,PA,Dauphin County,18.0,256194.0,7.025925665706457e-05
111,2004,PA,Delaware County,75.0,551508.0,0.00013599077438586566
112,2004,PA,Erie County,36.0,277864.0,0.00012955978464284686
113,2004,PA,Fayette County,21.0,143494.0,0.00014634758247731612
114,2004,PA,Lackawanna County,27.0,211861.0,0.00012744204926815224
115,2004,PA,Lancaster County,34.0,489977.0,6.939101223118636e-05
116,2004,PA,Lawrence County,16.0,93250.0,0.00017158176943699732
117,2004,PA,Lehigh County,37.0,326138.0,0.00011344890813091391
118,2004,PA,Luzerne County,49.0,315439.0,0.00015533906714134904
119,2004,PA,Mercer County,13.0,119113.0,0.00010914006027889483
120,2004,PA,Mifflin County,10.0,46313.0,0.00021592209530801288
121,2004,PA,Monroe County,10.0,158181.0,6.321871779796563e-05
122,2004,PA,Montgomery County,77.0,776493.0,9.916380443867492e-05
123,2004,PA,Northampton County,16.0,281374.0,5.686381826323683e-05
124,2004,PA,Philadelphia County,334.0,1492882.0,0.0002237283321789666
125,2004,PA,Schuylkill County,22.0,147081.0,0.0001495774437214868
126,2004,PA,Venango County,13.0,56196.0,0.00023133319097444659
127,2004,PA,Washington County,28.0,204090.0,0.00013719437503062373
128,2004,PA,Wayne County,11.0,49423.0,0.00022256843979523704
129,2004,PA,Westmoreland County,30.0,367281.0,8.168132846512616e-05
130,2004,PA,York County,31.0,401403.0,7.722911886557898e-05
131,2005,PA,Allegheny County,207.0,1234787.0,0.00016764024888503038
132,2005,PA,Beaver County,14.0,174820.0,8.008237043816498e-05
133,2005,PA,Berks County,27.0,395933.0,6.819335594658692e-05
134,2005,PA,Blair County,21.0,126730.0,0.0001657066203740235
135,2005,PA,Bucks County,70.0,616302.0,0.0001135806796018835
136,2005,PA,Butler County,10.0,179522.0,5.5703479239313285e-05
137,2005,PA,Cambria County,25.0,146975.0,0.00017009695526450075
138,2005,PA,Carbon County,10.0,62358.0,0.0001603643477981975
139,2005,PA,Chester County,28.0,470506.0,5.951039944230254e-05
140,2005,PA,Clearfield County,11.0,81816.0,0.00013444802972523712
141,2005,PA,Dauphin County,16.0,257673.0,6.209420467026037e-05
142,2005,PA,Delaware County,81.0,552153.0,0.0001466984694459688
143,2005,PA,Erie County,31.0,277211.0,0.00011182817420665125
144,2005,PA,Fayette County,16.0,142447.0,0.00011232247783386102
145,2005,PA,Lackawanna County,21.0,212305.0,9.891429782624055e-05
146,2005,PA,Lancaster County,38.0,494722.0,7.681081496274676e-05
147,2005,PA,Lehigh County,33.0,331327.0,9.959948932625473e-05
148,2005,PA,Luzerne County,46.0,316187.0,0.00014548352715323528
149,2005,PA,Mercer County,20.0,118594.0,0.00016864259574683374
150,2005,PA,Monroe County,18.0,162045.0,0.00011108025548458761
151,2005,PA,Montgomery County,63.0,779401.0,8.083130506632658e-05
152,2005,PA,Northampton County,17.0,285198.0,5.960771113401917e-05
153,2005,PA,Philadelphia County,391.0,1490861.0,0.00026226455719211917
154,2005,PA,Schuylkill County,16.0,146976.0,0.00010886131069018071
155,2005,PA,Washington County,17.0,205359.0,8.278186005970033e-05
156,2005,PA,Westmoreland County,38.0,366946.0,0.0001035574716715811
157,2005,PA,York County,33.0,409066.0,8.067157866945677e-05
158,2006,PA,Allegheny County,150.0,1226025.0,0.00012234660794029485
159,2006,PA,Armstrong County,14.0,70030.0,0.0001999143224332429
160,2006,PA,Beaver County,17.0,173259.0,9.811900103313537e-05
161,2006,PA,Berks County,40.0,401834.0,9.954359262780153e-05
162,2006,PA,Blair County,18.0,127002.0,0.00014173005149525203
163,2006,PA,Bucks County,101.0,619544.0,0.00016302312668672444
164,2006,PA,Butler County,13.0,181009.0,7.181963327790331e-05
165,2006,PA,Cambria County,29.0,146093.0,0.00019850369285318256
166,2006,PA,Chester County,30.0,479137.0,6.261257218707802e-05
167,2006,PA,Dauphin County,15.0,260312.0,5.762315990042718e-05
168,2006,PA,Delaware County,101.0,553806.0,0.00018237433325027176
169,2006,PA,Erie County,19.0,278389.0,6.824982308927437e-05
170,2006,PA,Fayette County,15.0,141165.0,0.00010625863351397301
171,2006,PA,Lackawanna County,26.0,212595.0,0.0001222982666572591
172,2006,PA,Lancaster County,21.0,500922.0,4.19226945512475e-05
